"JD.ID","Agency","Project.ID","District.or.Region","JD.Basis","PDF.Link","Finalized.Date","Closure.Method","Waters.Names","Resource.Types","Resource.Type.Description","Water.of.the.U.S.","Cowardin.Code","Cowardin.Category","Cowardin.Description","HGM","HGM.Description","Longitude","Latitude","State","County","HUC8","Authority","Local.Waterway","Similarly.Situated..a..8.","Similarly.Situated..a..7.","Normal.Farming","OHWM..Changes.in.plant.community","OHWM..Presence.of.bed.and.banks","OHWM..Break.in.slope","OHWM..Change.in.the.character.of.soil","OHWM..Change.in.vegetation.density.maturity","OHWM..Change.in.sediment.texture","OHWM..Natural.line.impressed.on.the.bank","OHWM..Destruction.of.terrestrial.vegetation","OHWM..Leaf.litter.disturbed","OHWM..Multiple.flow.events.observed","OHWM..Scour.marks","OHWM..Sediment.deposition","OHWM..Sediment.sorting","OHWM..Shelving","OHWM..Litter.and.debris","OHWM..Wrack.lines","OHWM..Matted..bent..or.absent.vegetation","OHWM..Water.staining","OHWM.Other","OHWM.Other.Text","Function.Present..Sediment.Trapping","Function.Present..Nutrient.Recycling","Function.Present..Pollutant.trapping..transformation..filtering..and.transport","Function.Present..Retention.and.attenuation.of.flood.waters","Function.Present..Runoff.storage","Function.Present..Contribution.of.flow","Function.Present..Export.of.organic.matter","Function.Present..Export.of.food.resources","Function.Present..Provision.of.life.cycle.dependent.aquatic.habitat"
5235356,"Corps","MVS-2020-00533","St. Louis","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/20/2020","Approved JD That Did Require A Field/Site Visit","Unnamed Tributary to Rend Lake","B3EPHEMERAL","(b)(3) Ephemeral feature, including an ephemeral stream, swale, gully, rill, or pool","No","R6","Riverine","A wetland, spring, stream, river, pond or lake that only exists for a short period","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.92987,38.06319,"Illinois","Franklin",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233715,"Corps","LRC-2020-00653","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/20/2020","Approved JD That Did Require A Field/Site Visit","W-1","A4WETABUT","(a)(4) Wetland abuts an (a)(1)-(a)(3) water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.84209,41.5886,"Illinois","Cook",7120003,"None","Tinley Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234738,"Corps","LRC-2006-00455","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Waters of the U.S./Wetland #3","A4WETABUT","(a)(4) Wetland abuts an (a)(1)-(a)(3) water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.77048,41.42902,"Illinois","Will",7120001,"Multiple","Forked Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234738,"Corps","LRC-2006-00455","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Wetland #2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.76884,41.4274,"Illinois","Will",7120001,"Multiple","Forked Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234738,"Corps","LRC-2006-00455","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Farmed Wetland #2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.77099,41.43339,"Illinois","Will",7120001,"Multiple","Forked Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234738,"Corps","LRC-2006-00455","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Wetland #1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.76869,41.43237,"Illinois","Will",7120001,"Multiple","Forked Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234738,"Corps","LRC-2006-00455","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Farmed Wetland #1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.76839,41.4318,"Illinois","Will",7120001,"Multiple","Forked Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234549,"Corps","LRC-2020-00343","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","Swale","B3EPHEMERAL","(b)(3) Ephemeral feature, including an ephemeral stream, swale, gully, rill, or pool","No","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-88.12285,42.28743,"Illinois","Lake",7120006,"None","Squaw Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234928,"Corps","LRC-2020-00501","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/18/2020","Approved JD That Did Require A Field/Site Visit","LRC-2020-501 Wetland 1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","","",-88.22968,41.55062,"Illinois","Will",7120004,"None","Wetland 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Abandoned Tributary","B3EPHEMERAL","(b)(3) Ephemeral feature, including an ephemeral stream, swale, gully, rill, or pool","No","R4","Riverine","Intermittent, Riverine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-87.91881,41.60321,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Drainageway 1","B1SWCNOSC","(b)(1) Surface water channel that does not contribute surface water flow directly or indirectly to an (a)(1) water in a typical year","No","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-87.92281,41.60518,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Wetland 3","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.91577,41.60338,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Wetland 5","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.91557,41.60083,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Wetland 2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.9202,41.60135,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Wetland 1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.9206,41.60409,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Wetland 4","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.91572,41.60147,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Erosional Swale","B3EPHEMERAL","(b)(3) Ephemeral feature, including an ephemeral stream, swale, gully, rill, or pool","No","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-87.92236,41.60689,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233476,"Corps","LRC-2020-00542","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/17/2020","Approved JD That Did Require A Field/Site Visit","Grass Swale","B3EPHEMERAL","(b)(3) Ephemeral feature, including an ephemeral stream, swale, gully, rill, or pool","No","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-87.92274,41.60419,"Illinois","Will",7120004,"Multiple","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234578,"Corps","LRC-2020-00685","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Investigated Area 4","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.55081,41.68981,"Illinois","Cook",4040001,"None","Calumet River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234578,"Corps","LRC-2020-00685","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Investigated Area 1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.54444,41.69416,"Illinois","Cook",4040001,"None","Calumet River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234578,"Corps","LRC-2020-00685","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Investigated Area 2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.54244,41.68913,"Illinois","Cook",4040001,"None","Calumet River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234578,"Corps","LRC-2020-00685","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Investigated Area 3","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.54492,41.6905,"Illinois","Cook",4040001,"None","Calumet River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5232294,"Corps","LRC-2020-00566","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland B","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09827,42.33984,"Illinois","Lake",7120006,"None","Squaw Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5232294,"Corps","LRC-2020-00566","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland A","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09773,42.33907,"Illinois","Lake",7120006,"None","Squaw Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233977,"Corps","LRC-2014-00744","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland #1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.75101,41.49596,"Illinois","Cook",7120003,"None","Butterfield Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233977,"Corps","LRC-2014-00744","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland #4","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74677,41.49877,"Illinois","Cook",7120003,"None","Butterfield Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233977,"Corps","LRC-2014-00744","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland #3","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74445,41.49621,"Illinois","Cook",7120003,"None","Butterfield Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5233977,"Corps","LRC-2014-00744","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Excavated Borrow Pit/Wetland #2","B9DEPPIT","(b)(9) Water-filled depression constructed/excavated in upland/non-jurisdictional water incidental to mining/construction or pit excavated in upland/non-jurisdictional water to obtain fill/sand/gravel","No","POW","Palustrine","Open Water, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74412,41.49749,"Illinois","Cook",7120003,"None","Butterfield Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Off-site Wetland 2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74081,41.56455,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Farmed Wetland 1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.7405,41.56025,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 6","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.73893,41.56234,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 4","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74059,41.56237,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 2","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.73895,41.5642,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 1","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.73897,41.56339,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 9","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74165,41.55768,"Illinois","Cook",7120004,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 8","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74221,41.56103,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5234326,"Corps","LRC-2020-00690","Chicago","NWPR","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","08/14/2020","Approved JD That Did Require A Field/Site Visit","Wetland 3","B1WETNONADJ","(b)(1) Non-adjacent wetland","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.74,41.56397,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
